Gene1,Gene2,Gene1_Description,Gene2_Description,Gene1_Pathways,Gene2_Pathways,Class,Relation
PEBP2ALPHA,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2ALPHA,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
JUP,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
JUP,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
JUP,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
JUP,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
JUP,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
CTNNG,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
CTNNG,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
CTNNG,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
CTNNG,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
CTNNG,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DP3,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DP3,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DP3,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DP3,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DP3,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DPIII,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DPIII,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DPIII,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DPIII,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
DPIII,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PDGB,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PDGB,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PDGB,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PDGB,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PDGB,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PG,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PG,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PG,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PG,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PG,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PKGB,CCND1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PKGB,BCL1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PKGB,D11S287E,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PKGB,PRAD1,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
PKGB,U21B31,junction plakoglobin,cyclin D1,Cytoskeleton in muscle cells,Endocrine resistance,Acute_myeloid_leukemia,JUP -[GE -->]- CCND1
JUP,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
JUP,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
JUP,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
JUP,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
JUP,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
CTNNG,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
CTNNG,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
CTNNG,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
CTNNG,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
CTNNG,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DP3,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DP3,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DP3,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DP3,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DP3,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DPIII,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DPIII,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DPIII,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DPIII,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
DPIII,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PDGB,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PDGB,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PDGB,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PDGB,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PDGB,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PG,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PG,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PG,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PG,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PG,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PKGB,MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PKGB,MRTL,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PKGB,MYCC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PKGB,BHLHE39,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
PKGB,C-MYC,junction plakoglobin,"MYC proto-oncogene,bHLH transcription factor",Cytoskeleton in muscle cells,Cell cycle,Acute_myeloid_leukemia,JUP -[GE -->]- MYC
JUP,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
CTNNG,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DP3,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
DPIII,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PDGB,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PG,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,PPARD,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,FAAR,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,NR1C2,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,NUC1,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,NUCI,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,NUCII,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
PKGB,PPARB,junction plakoglobin,peroxisome proliferator activated receptor delta,Cytoskeleton in muscle cells,PPAR signaling pathway,Acute_myeloid_leukemia,JUP -[GE -->]- PPARD
JUP,LEF1,junction plakoglobin,transcription factor 7 like 1,Cytoskeleton in muscle cells,Wnt signaling pathway,Acute_myeloid_leukemia,JUP -[PP ---]- LEF1
JUP,LEF-1,junction plakoglobin,transcription factor 7 like 1,Cytoskeleton in muscle cells,Wnt signaling pathway,Acute_myeloid_leukemia,JUP -[PP ---]- LEF1
JUP,TCF10,junction plakoglobin,transcription factor 7 like 1,Cytoskeleton in muscle cells,Wnt signaling pathway,Acute_myeloid_leukemia,JUP -[PP ---]- LEF1
JUP,TCF1ALPHA,junction plakoglobin,transcription factor 7 like 1,Cytoskeleton in muscle cells,Wnt signaling pathway,Acute_myeloid_leukemia,JUP -[PP ---]- LEF1
