Gene1,Gene2,Gene1_Description,Gene2_Description,Gene1_Pathways,Gene2_Pathways,Class,Relation
MYL,CCN1,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
MYL,CCNA,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
PP8675,CCNA2,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
PP8675,CCN1,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
PP8675,CCNA,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
RNF71,CCNA2,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
RNF71,CCN1,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
RNF71,CCNA,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
TRIM19,CCNA2,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
TRIM19,CCN1,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
TRIM19,CCNA,retinoic acid receptor alpha,cyclin A1,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cell cycle,Acute_myeloid_leukemia,PML -[GE -->]- CCNA2
RARA,CCNA2,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RARA,CCN1,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RARA,CCNA,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
NR1B1,CCNA2,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
NR1B1,CCN1,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
NR1B1,CCNA,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RAR,CCNA2,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RAR,CCN1,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RAR,CCNA,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RARALPHA,CCNA2,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RARALPHA,CCN1,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
RARALPHA,CCNA,zinc finger and BTB domain containing 16,cyclin A1,Th17 cell differentiation,Cell cycle,Acute_myeloid_leukemia,RARA -[GE -->]- CCNA2
PML,JUP,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PML,CTNNG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PML,DP3,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PML,DPIII,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PML,PDGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PML,PG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PML,PKGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,JUP,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,CTNNG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,DP3,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,DPIII,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,PDGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,PG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
MYL,PKGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,JUP,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,CTNNG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,DP3,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,DPIII,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,PDGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,PG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
PP8675,PKGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,JUP,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,CTNNG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,DP3,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,DPIII,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,PDGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,PG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RNF71,PKGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,JUP,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,CTNNG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,DP3,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,DPIII,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,PDGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,PG,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
TRIM19,PKGB,retinoic acid receptor alpha,junction plakoglobin,Th17 cell differentiation;Ubiquitin mediated proteolysis,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,PML -[GE -->]- JUP
RARA,JUP,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARA,CTNNG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARA,DP3,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARA,DPIII,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARA,PDGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARA,PG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARA,PKGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,JUP,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,CTNNG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,DP3,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,DPIII,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,PDGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,PG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
NR1B1,PKGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,JUP,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,CTNNG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,DP3,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,DPIII,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,PDGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,PG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RAR,PKGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,JUP,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,CTNNG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,DP3,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,DPIII,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,PDGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,PG,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RARALPHA,PKGB,zinc finger and BTB domain containing 16,junction plakoglobin,Th17 cell differentiation,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RARA -[GE -->]- JUP
RUNX1,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
RUNX1,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
RUNX1,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
RUNX1,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
RUNX1,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
RUNX1,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
RUNX1,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AML1-EVI-1,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
AMLCR1,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBF2ALPHA,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
CBFA2,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
EVI-1,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,PG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2AB,PKGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2ALPHA,JUP,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2ALPHA,CTNNG,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2ALPHA,DP3,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2ALPHA,DPIII,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
PEBP2ALPHA,PDGB,RUNX1 partner transcriptional co-repressor 1,junction plakoglobin,Tight junction,Cytoskeleton in muscle cells,Acute_myeloid_leukemia,RUNX1 -[GE -->]- JUP
